id_product;name;link_rewrite;
"1923";"Pokka melon milk drink 240ml";"pokka-melon-milk-drink-240ml";
"1924";"Pokka milk shake 240ml";"pokka-milk-shake-240ml";
"1925";"Pokka mixed nectar 240ml";"pokka-mixed-nectar-240ml";
"1926";"Pokka orange nectar 240ml";"pokka-orange-nectar-240ml";
"1927";"Pokka pineapple 240ml";"pokka-pineapple-240ml";
"1928";"Pokka power gold 240ml";"pokka-power-gold-240ml";
"1930";"Pokka sports water 500ml";"pokka-sports-water-500ml";
"1931";"Pokka vitaene c 240ml";"pokka-vitaene-c-240ml";
"1932";"Pokka vitaene c sugar free 240ml";"pokka-vitaene-c-sugar-free-240ml";
"1933";"Pokka vitaene q10 plus 120ml";"pokka-vitaene-q10-plus-120ml";
"1935";"Ponds clear solutions facial foam 100g";"ponds-clear-solutions-facial-foam-100g";
"1936";"Ponds no blackheads  facialscrub 100g";"ponds-no-blackheads-facialscrub-100g";
"1937";"Ponds oil control facial foam 100g";"ponds-oil-control-facial-foam-100g";
"1938";"Ponds pure white facial foam 100g";"ponds-pure-white-facial-foam-100g";
"1941";"Power horse  bottle 250ml";"power-horse-bottle-250ml";
"1942";"Power horse can 250ml";"power-horse-can-250ml";
"1943";"Power horse energy drink 330ml";"power-horse-energy-drink-330ml";
"1948";"Pringles barbeque 165g";"pringles-barbeque-165g";
"1950";"Pringles cheesy cheese 165g";"pringles-cheesy-cheese-165g";
"1951";"Pringles hot&spicy 165g";"pringles-hot-spicy-165g";
"1953";"Pringles ketchup 165g";"pringles-ketchup-165g";
"1955";"Pringles original 165g";"pringles-original-165g";
"1957";"Pringles salt & vinegar 165g";"pringles-salt-vinegar-165g";
"1958";"Pringles sour cream onion 165g";"pringles-sour-cream-onion-165g";
"1970";"Purex detergent baby";"purex-detergent-baby";
"1972";"Rabee cucumber pickles 720ml";"rabee-cucumber-pickles-720ml";
"1974";"Rabee rose water 430ml";"rabee-rose-water-430ml";
"1981";"Rani float cocktail 240ml";"rani-float-cocktail-240ml";
"1982";"Rani float mango 180ml";"rani-float-mango-180ml";
"1984";"Rani float orange 180ml";"rani-float-orange-180ml";
"1985";"Rani float orange 240ml";"rani-float-orange-240ml";
"1988";"Rani float pineapple 240ml";"rani-float-pineapple-240ml";
"1989";"Rani float strawberry banana 240ml";"rani-float-strawberry-banana-240ml";
"1992";"Rani mango fruit drink 250ml";"rani-fruit-drink-250ml";
"1996";"Red leaf tea 210g";"red-leaf-tea-210g";
"2008";"Renuzit aroma 2in1 apple and cinamon  212g";"renuzit-aroma-2in1-apple-adn-cinamon-212g";
"2013";"Rexona roll on men 50ml";"rexona-roll-on-men-50ml";
"2016";"Rexona men deodorant spray active 175ml";"rexona-deo-spray-active-175ml";
"2017";"Rexona deodernt spray bamboo 175ml";"rexona-deo-spray-bamboo-175ml";
"2018";"Rexona deodeorant spray cotton 175ml";"rexona-deo-spray-cotton-175ml";
"2019";"Rexona deodorant spray powder 175ml";"rexona-deo-spray-powder-175ml";
"2020";"Rexona deo spray shower clean 175ml";"rexona-deo-spray-shower-clean-175ml";
"2021";"Rexona deo stick oxygen 50g";"rexona-deo-stick-oxygen-50g";
"2023";"Rio mare light meat tune olive oil160g";"rio-light-meat-tuna-in-olive-oil-160g";
"2024";"Rio mare ready meal beans & tuna";"rio-mare-ready-meal-beans-tuna";
"2036";"S. pellegrino water 250ml";"s-pellegrino-water-250ml";
"2037";"S pellegrino water 500ml";"s-pellegrino-water-500ml";
"2052";"Salgado spanish oil 800ml";"salgado-spanish-oil";
"2053";"Salgado spanish oil 175ml";"salgado-spanish-oil-175ml";
"2054";"Salgado spanish oil 400ml";"salgado-spanish-oil-400ml";
"2055";"Salgado spanish oil 500ml";"salgado-spanish-oil-500ml";
"2056";"Garden saltine crackers 190g";"saltine-crackers";
"2080";"Sannine water 0.5l";"sannine-water-05l";
"2089";"Sensodyne  total care dental floss 30m";"sens-total-care-dental-floss-30m";
"2092";"Sensodyne fluoride 50ml";"sensodyne-fluoride-50ml";
"2093";"Sensodyne gentle mouthrinse 300ml";"sensodyne-gentleb-mouthrinse-300ml";
"2094";"Sensodyne pronamel children 50ml";"sensodyne-pronamel-childrent-50ml";
"2097";"Sensodyne total care 100ml";"sensodyne-total-care-100ml";
"2098";"Sensodyne total care whitening 50ml";"sensodyne-total-care-whitening-50ml";
"2099";"Sensodyne extra fresh 50ml";"sensodyne-xtra-fresh-50ml";
"2104";"7up cherry 330ml";"seven-up-cherry-330ml";
"2107";"Shani fruit flavoured drink can 355ml";"shani-fruit-flavoured-drink-can-355ml";
"2109";"Signal complete 8 action gold 50ml";"signal-complete-8-action-gold-50ml";
"2110";"Signal complete 8 action white 50ml";"signal-complete-8-action-white-50ml";
"2112";"Signal expert protect mouthwash 300m";"signal-expert-protect-mouthwash-300m";
"2113";"Signal sensitive  mouthwash 300ml";"signal-sensitive-mouthwash-300ml";
"2114";"Signal whitening toothpaste 120ml";"signal-whitening-120ml";
"2116";"Silver wings fragnant rice 4.5kg";"silver-wing-frag-rice-45kg";
"2121";"Smac ultra degreaser 750ml";"smac-ultra-degreaser";
"2125";"California garden smoked tuna slices in sunflower oil 120g";"smoked-tuna-slices-s-flr-oil120g";
"2130";"Snyder`s honey mustard & onion 125g";"snyders-honey-mustard-onion-125g";
"2131";"Snyder`s jalapeno 125g";"snyders-jalapeno-125g";
"2132";"Snyder`s pretzel sea salt & black pepper 125g";"snyders-pretzel-sea-salt-black-pepper-125g";
"2133";"Soletti duo 160g";"soletti-duo-160g";
"2143";"Splenda sweetner sachets 50g";"splenda-sweetner-sachets-50g";
"2163";"Sunsilk conditioner shine&strength 350ml";"sunsilk-conditioner-shinestrength-350ml";
"2165";"Sunsilk damage reconstruction";"sunsilk-damage-reconstruction";
"2167";"Sunsilk hair cream henna 175ml";"sunsilk-hair-cream-henna-175ml";
"2168";"Sunsilk hair oil  damage repair 250ml";"sunsilk-hair-oil-damage-repair-250ml";
"2169";"Sunsilk shampoo co-creations yuko 400ml";"sunsilk-shampoo-co-creations-yuko-400ml";
"2171";"Sunsilk shine and strenght normal hair shampoo 400ml";"sunsilk-shampoo-shinstength-400ml";
"2172";"Sunsilk shine hair oil 250ml";"sunsilk-shine-hair-oil-250ml";
"2173";"Tabasco garlic sauce 60ml";"tabasco-garlic-sauce-60ml";
"2174";"Tabasco green pepper sauce 60ml";"tabasco-green-pepper-sauce-60ml";
"2175";"Tabasco red pepper sauce 150ml";"tabasco-red-pepper-sauce-150ml";
"2176";"Tabasco red pepper sauce 60ml";"tabasco-red-pepper-sauce-60ml";
"2178";"Tate lyle dark brown sugar 500g";"tate-lyle-dark-brown-sugar";
"2179";"Tate lyle light brown sugar 500g";"tate-lyle-light-brown-sugar-500g";
"2180";"Tate lyle caster sugar 500gm";"tatelyle-caster-sugar-500gm";
"2181";"Tez mustard oil 200ml";"tez-mustard-oil-200ml";
"2188";"Tide medium regular 260g";"tide-medium-regular-260g";
"2189";"Tilda basmati & wiild rice 500g";"tilda-basmati-wiild-rice-500g";
"2190";"Tilda basmati rice 1kg";"tilda-basmati-rice-1kg";
"2191";"Tilda basmati rice 2 kg";"tilda-basmati-rice-2-kg";
"2193";"Tilda grand rice 5kg";"tilda-grand-rice-5kg";
"2195";"Tilda rice coconut chilli & lemongrass 250g";"tilda-rice-coconut-chilli-lemongrass-250g";
"2196";"Tilda rice egg fried 250g";"tilda-rice-egg-fried-250g";
"2197";"Tilda rice pilau 250g";"tilda-rice-pilau-250g";
"2198";"Tilda rice pure basmati 250g";"tilda-rice-pure-basmati-250g";
"2199";"Tilda rice sundried tomato 250g";"tilda-rice-sundried-tomato-250g";
"2200";"Tilda rice vegetable biryani 250g";"tilda-rice-veg-biryani-250g";
"2201";"Tilda wholegrain basmati rice 500g";"tilda-wholegrain-basmati-rice-500g";
"2217";"Tropicana slim stick pack 25pcs";"tropicana-slim-stick-pack-25pcs";
"2218";"Tropicana slim tablets 100 tablets";"tropicana-slim-tablets-100";
"2223";"California garden tuna slices black pepper lemon 120g";"tuna-slice-black-pepperlemon";
"2224";"California garden tuna slices chilli 120g";"tuna-slice-in-chilli-s-flr-oil";
"2225";"California garden tuna slices sunfower oil 120g";"tuna-slice-in-s-flr-oil-120g";
"2226";"California garden tuna slices water 120g 120g";"tuna-slice-in-water-120g";
"2239";"Vanish for whites 500ml";"vanish-for-whites-500ml";
"2241";"Vanish stain remover 500ml";"vanish-stain-remover-500ml";
"2242";"Vaseline active bodywsh 220ml";"vaseline-active-bodywsh-220ml";
"2243";"Vaseline aloe bodywsh 220ml";"vaseline-aloe-bodywsh-220ml";
"2244";"Vaseline cocoa butter 250ml";"vaseline-cocoa-butter-250ml";
"2246";"Vaseline even tone bodywsh 220ml";"vaseline-eventone-bodywsh-220ml";
"2247";"Vaseline hair tonic 200ml";"vaseline-hair-tonic-200ml";
"2250";"Vaseline man bodywsh 220ml";"vaseline-man-bodywsh-220ml";
"2251";"Vaseline manface active fairness 20ml";"vaseline-manface-active-fairness-20ml";
"2253";"Vaseline soap active 2in1 120g";"vaseline-soap-active-2in1-120g";
"2254";"Vaseline soap aloe 2in1 120g";"vaseline-soap-aloe-2in1-120g";
"2255";"Vaseline total moisture lotion 220ml";"vaseline-total-moisture-bodywsh-220ml";
"2261";"Vimto cans 250ml";"vimto-cans-250ml";
"2262";"Vimto pet 250ml";"vimto-pet-250ml";
"2278";"Wc net bleach gel mountain fresh";"wc-net-bleach-gel-mountain-fresh";
"2279";"Wc net intense gel lavander fresh";"wc-net-intense-gel-lavander-fresh";
"2310";"Zwan chicken luncheon 340g";"zwan-chicken-luncheon-340g";
"2311";"Zwan turkey luncheon meat 200g";"zwan-turkey-luncheon-meat-200g";
"2328";"Lipton yellow tea  bag 100s";"lipton-yellow-tea-bag-100s";
"2331";"Doritos nacho cheese 185g";"doritos-nacho-cheese-185g";
"2346";"Zwan chicken luncheon meat 200g";"zwan-chicken-luncheon-meat-200g";
"2353";"Head & shoulders shampoo classic clean 200ml";"hs-shampoo-classic-clean-200ml";
"2355";"Power horse sugar free 250ml";"power-horse-sugar-free-250ml";
"2368";"Tide front loading 1.5kg";"tide-front-loading-15kg";
"2372";"Head & shoulders extra volume shampoo 200ml";"hs-shampoo-extra-volume-200ml";
"2373";"Head & shoulders shampoo lively silky 200ml";"hs-shampoo-lively-silky-200ml";
"2374";"Head & shoulders refreshing shampoo 200ml";"hs-shampoo-refreshing-200ml";
"2375";"Head & shoulders shampoo natural fresh 200ml";"hs-shampoo-natural-fresh-200ml";
"2422";"Best pistachios30g";"best-pista-pouch-30g";
"2491";"Lux handwash sweet embrace 250ml";"lux-handwash-sweet-embrace-250ml";
"2588";"Tilda fragrant jasmine rice 500g";"tilda-fragrant-jasmine-rice-500g";
"2614";"Lux sunlight classic 400ml";"lux-sunlight-classic-400ml";
"2615";"Lux sunlight lemon 400ml";"lux-sunlight-lemon-400ml";
"2617";"Lux soft touch handwash 250ml";"lux-soft-touch-bodywash-250ml";
