id;Active (0/1);Name*;Categories (x,y,z,...);Price tax excl. Or Price tax excl;Tax rules id;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyy-mm-dd);Discount to (yyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Weight;Quantity;Short description;Description;Tags (x,y,z,...);Meta-title;Meta-keywords;Meta-description;URL rewritten;Text when in-stock;Text if back-order allowed;Image URLs (x,y,z,...);Feature;Only available online
;1;DELMONTE SWEETENED ORANGE JUICE;Home;3.5;;;;;;;;;;;;4800024550941;;;;;;;;;;;;In stock;;;;
;1;TANG MANGO 102G;Home;2.25;;;;;;;;;;;;7622300636371;;;;;;;;;;;;In stock;;;;
;1;TANG ORANGE 102G;Home;2.25;;;;;;;;;;;;7622300636302;;;;;;;;;;;;In stock;;;;
;1;TANG ORANGE MANGO STRAEBRY;Home;2.25;;;;;;;;;;;;7622300635961;;;;;;;;;;;;In stock;;;;
;1;TANG PINEAPPLE PASSION FRUIT;Home;2.25;;;;;;;;;;;;7622300636128;;;;;;;;;;;;In stock;;;;
;1;GLAD ALUMINIUM FOIL 37.5SQ FT;Home;7.5;;;;;;;;;;;;9310050113669;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR BAKERY CHEESE CROISSANT;Home;2;;;;;;;;;;;;7534518013656;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR BAKERY CHICKEN SANDWICH;Home;2;;;;;;;;;;;;7534518100905;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR BAKERY  ARABIC LARGE;Home;3;;;;;;;;;;;;7534518003664;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR ARABIC SMALL BROWN;Home;2;;;;;;;;;;;;7534518010051;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR ARABIC MEDIUM;Home;2;;;;;;;;;;;;7534518010037;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR BAKERY MILKY BREAD;Home;2.5;;;;;;;;;;;;7534518010129;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR BROWN BREAD;Home;5;;;;;;;;;;;;7534518010105;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR MEDIUM SLICE BREAD;Home;4;;;;;;;;;;;;7534518010075;;;;;;;;;;;;In stock;;;;
;1;AL CAZAR JUMBO SLICED BREAD;Home;5.25;;;;;;;;;;;;7534518010068;;;;;;;;;;;;In stock;;;;
;1;ARALDITE SUPER GLUE 3GM;Home;1.75;;;;;;;;;;;;7610599004254;;;;;;;;;;;;In stock;;;;
;1;PAD THAI SAUCE 150ML;Home;5;;;;;;;;;;;;093856990939;;;;;;;;;;;;In stock;;;;
;1;CHEF`S CHOICE SATAY SAUCE 150 ML;Home;4.25;;;;;;;;;;;;093856991080;;;;;;;;;;;;In stock;;;;
;1;CHEF`S FRIED RICE SAUCE 150 ML;Home;4;;;;;;;;;;;;093856990946;;;;;;;;;;;;In stock;;;;
;1;CHEF`S CHOICE SWEET CHILLI SAUCE 280 ML;Home;5.5;;;;;;;;;;;;093856990861;;;;;;;;;;;;In stock;;;;
;1;CHEF`S CHOICE SWEET CHILLI SAUCE REGULAR  280 ML;Home;5;;;;;;;;;;;;093856990489;;;;;;;;;;;;In stock;;;;
;1;CHEF`S CHOICE THAI CHILLI SAUCE 280 ML;Home;5.25;;;;;;;;;;;;093856991233;;;;;;;;;;;;In stock;;;;
;1;RED CURRY PASTE 114G;Home;4;;;;;;;;;;;;093856998850;;;;;;;;;;;;In stock;;;;
;1;GREEN CURRY PASTE 114G;Home;4;;;;;;;;;;;;093856998867;;;;;;;;;;;;In stock;;;;
